subject_id, trial_id, rt, incorrect
1,564,469.71,0
1,447,423.37,0
1,410,545.33,0
1,495,391.36,0
1,539,440.91,0
1,435,480.67,0
1,589,391.28,0
1,459,490.73,0
1,452,376.88,0
1,408,357.93,0
1,463,344.86,0
1,429,493.23,0
1,527,446.90,0
1,487,329.13,0
1,540,409.99,0
1,558,480.09,0
1,437,419.07,0
1,596,348.27,0
1,598,393.90,0
1,591,435.63,0
1,455,398.09,0
1,444,453.51,0
1,584,365.10,0
1,488,398.01,0
1,467,358.52,0
1,479,371.86,0
1,460,382.28,0
1,417,369.21,0
1,571,404.08,0
1,595,356.76,0
1,544,439.58,0
1,443,412.81,1
1,432,488.78,1
1,482,560.83,0
1,477,605.49,0
1,574,384.98,0
1,512,428.66,0
1,433,649.44,0
1,450,560.05,0
1,453,389.45,0
1,509,445.85,0
1,439,425.93,0
1,485,355.13,0
1,493,288.24,0
1,594,619.59,0
1,503,377.56,0
1,600,414.39,0
1,472,416.00,0
1,438,417.60,0
1,541,507.26,0
1,532,417.88,0
1,531,499.72,0
1,543,581.55,0
1,484,471.62,0
1,547,389.07,0
1,486,350.56,0
1,560,394.24,0
1,537,471.18,0
1,500,690.00,0
1,464,658.34,0
1,469,446.64,0
1,593,594.03,0
1,597,531.06,0
1,466,645.19,0
1,403,655.60,0
1,496,576.01,0
1,401,403.43,0
1,552,398.18,0
1,418,498.61,0
1,423,416.07,0
1,546,424.52,0
1,549,499.51,0
1,499,370.00,0
1,518,403.90,0
1,409,386.91,0
1,508,426.67,1
1,554,604.40,0
1,458,465.11,0
1,490,465.73,0
1,535,482.02,0
1,542,504.17,0
1,501,448.05,0
1,575,458.46,0
1,529,497.24,0
1,430,624.09,0
1,412,586.55,0
1,470,544.13,0
1,491,494.86,1
1,587,519.94,0
1,563,528.40,0
1,580,436.07,0
1,523,382.88,0
1,436,1303.27,0
1,583,430.12,0
1,480,725.26,0
1,406,629.02,0
1,441,848.82,1
1,568,454.15,0
1,551,424.45,0
1,576,382.03,0
1,556,419.83,0
1,559,439.05,0
1,431,484.69,0
1,416,508.80,0
1,449,782.42,1
1,422,528.65,0
1,530,568.41,0
1,492,566.10,0
1,461,402.35,0
1,524,380.47,0
1,420,345.88,0
1,462,396.40,0
1,525,353.00,0
1,407,343.84,0
1,468,566.58,0
1,413,361.74,0
1,579,374.10,0
1,451,417.78,0
1,411,422.32,0
1,522,661.69,0
1,573,459.78,0
1,538,513.24,0
1,510,374.93,0
1,425,545.80,0
1,428,426.08,0
1,405,413.98,0
1,421,437.11,0
1,454,413.28,0
1,424,390.42,0
1,505,490.85,0
1,534,458.21,0
1,145,509.12,0
1,182,378.63,0
1,9,454.60,0
1,28,297.69,0
1,23,347.24,0
1,78,352.76,0
1,199,562.77,0
1,73,416.63,1
1,173,479.87,0
1,170,441.36,0
1,84,536.90,1
1,125,508.17,0
1,88,563.59,0
1,76,517.25,1
1,176,415.14,0
1,10,593.85,0
1,141,438.90,0
1,69,538.35,0
1,143,401.01,0
1,87,439.80,0
1,179,609.70,0
1,55,428.33,0
1,98,564.96,0
1,52,539.17,0
1,174,369.54,0
1,154,419.09,0
1,92,362.97,0
1,195,340.12,0
1,168,498.27,0
1,140,621.21,0
1,133,572.91,0
1,58,617.57,0
1,17,438.15,1
1,137,460.31,0
1,74,643.91,0
1,99,619.09,0
1,96,498.39,0
1,46,379.65,0
1,105,400.82,0
1,172,423.95,0
1,159,405.01,0
1,59,473.15,0
1,7,466.92,0
1,26,453.85,0
1,60,394.80,0
1,122,425.75,0
1,200,509.55,0
1,54,450.49,0
1,128,334.68,0
1,131,413.58,0
1,163,469.00,0
1,75,375.70,0
1,155,362.63,0
1,180,347.60,0
1,146,348.22,1
1,33,389.31,1
1,177,177.62,0
1,15,302.51,0
1,142,286.50,0
1,8,356.59,0
1,102,401.26,0
1,109,415.58,1
1,63,474.91,1
1,189,302.35,1
1,106,405.72,0
1,56,314.37,1
1,18,365.87,0
1,169,331.27,0
1,39,304.50,0
1,164,467.55,1
1,81,520.03,0
1,71,617.53,0
1,139,541.84,0
1,57,585.51,0
1,123,496.13,0
1,21,867.58,0
1,14,711.66,0
1,85,578.24,0
1,11,365.56,0
1,12,445.44,0
1,4,636.87,1
1,22,425.17,0
1,149,25.61,0
1,51,286.51,0
1,45,379.11,0
1,53,378.76,0
1,183,426.35,0
1,112,636.37,0
1,166,412.92,0
1,27,372.45,0
1,161,357.43,0
1,67,516.56,0
1,34,447.72,1
1,5,642.08,0
1,118,434.30,0
1,25,396.76,1
1,136,527.53,0
1,79,397.04,0
1,89,464.20,0
1,197,445.26,0
1,47,338.25,0
1,193,463.14,0
1,165,392.34,0
1,40,427.22,1
1,153,528.62,0
1,101,476.41,0
1,83,743.18,0
1,191,417.98,0
1,151,438.17,0
1,127,360.52,0
1,114,464.86,0
1,6,806.97,0
1,97,413.27,1
1,91,421.74,1
1,103,549.56,0
1,13,526.70,0
1,70,533.20,0
1,124,432.06,0
1,144,398.44,0
1,80,517.46,1
1,119,488.74,0
1,64,393.47,0
1,36,386.27,0
1,32,504.31,0
1,44,394.38,0
1,152,404.79,0
1,148,463.14,0
1,187,412.88,0
1,100,612.14,1
1,158,479.69,0
1,198,407.91,0
1,16,467.25,0
1,1,481.58,0
1,167,364.79,0
1,61,361.50,0
1,181,377.78,0
1,48,324.60,0
1,178,344.79,0
1,115,319.00,1
1,37,311.81,0
1,116,358.42,0
1,147,433.41,0
1,65,299.99,0
1,66,374.98,1
1,68,372.67,1
1,120,622.81,0
1,104,381.75,1
1,29,249.31,1
1,184,380.07,0
1,82,434.51,1
1,186,383.28,1
1,86,194.08,1
1,138,456.94,0
1,50,412.55,1
1,130,401.44,0
1,90,686.79,0
1,20,477.05,0
1,31,369.07,0
1,194,390.24,0
1,19,327.27,0
1,185,388.56,0
1,41,354.94,0
1,42,342.85,0
1,134,421.75,0
1,160,570.13,0
1,132,493.45,0
1,162,478.42,0
1,111,500.58,0
1,3,681.24,0
1,121,443.13,0
1,77,408.53,0
1,157,401.33,0
1,24,684.73,0
1,108,436.83,0
1,192,424.74,0
1,2,877.41,0
1,129,435.78,0
1,43,364.98,0
1,95,562.27,0
1,196,480.71,0
1,110,583.09,0
1,35,443.80,0
1,188,362.24,0
1,94,515.50,0
1,117,449.59,0
1,126,633.19,0
1,93,536.95,1
1,135,884.93,0
1,107,521.57,0
1,113,518.28,0
1,156,510.10,0
1,49,584.11,0
1,175,427.21,0
1,38,503.18,0
1,150,426.51,0
1,72,520.09,0
1,190,381.78,0
1,62,551.68,0
1,171,420.21,0
1,30,484.44,0
2,743,1137.09,1
2,622,489.01,1
2,792,527.79,1
2,651,684.97,0
2,676,755.07,0
2,766,696.01,0
2,718,910.92,1
2,764,825.44,1
2,660,892.60,0
2,721,804.19,0
2,616,1315.57,0
2,786,656.72,0
2,697,579.07,0
2,684,611.98,0
2,756,663.49,0
2,642,1042.78,0
2,630,1038.50,1
2,782,1678.07,1
2,765,733.51,0
2,665,651.94,0
2,768,613.43,0
2,795,688.42,0
2,611,678.28,0
2,678,473.43,0
2,632,570.92,0
2,740,1118.50,1
2,675,672.96,0
2,733,638.35,1
2,712,501.02,1
2,648,659.18,0
2,673,414.21,1
2,752,685.87,0
2,738,836.20,1
2,633,1464.99,0
2,723,1077.17,1
2,621,620.86,0
2,704,651.82,1
2,603,804.11,0
2,604,596.32,1
2,783,679.14,0
2,686,708.14,0
2,711,891.74,0
2,799,734.84,1
2,700,890.06,0
2,627,808.49,0
2,794,568.42,0
2,609,964.34,0
2,652,1551.06,0
2,719,822.74,0
2,761,743.13,1
2,672,860.20,0
2,746,1512.48,1
2,762,634.45,0
2,770,874.80,0
2,626,575.04,0
2,739,828.11,1
2,727,656.53,1
2,669,1191.40,1
2,773,891.63,0
2,724,611.44,1
2,726,1115.98,1
2,797,1028.54,0
2,656,1195.51,1
2,690,786.16,0
2,781,741.78,0
2,713,988.98,0
2,725,1077.66,0
2,789,1511.75,0
2,753,725.69,0
2,689,616.73,0
2,688,699.55,0
2,705,815.64,0
2,670,922.92,0
2,755,811.99,0
2,619,2000.00,1
2,691,789.77,0
2,717,709.18,1
2,634,1016.07,0
2,703,684.02,1
2,791,659.21,0
2,788,634.40,0
2,780,904.10,1
2,662,805.91,0
2,769,583.45,0
2,715,1047.87,0
2,763,1299.96,0
2,754,653.82,0
2,650,548.78,0
2,737,868.38,0
2,643,691.91,0
2,777,687.65,0
2,790,654.02,0
2,606,1238.79,0
2,667,1353.90,0
2,778,818.33,0
2,775,835.60,0
2,646,661.08,0
2,741,930.78,1
2,776,569.39,0
2,751,778.43,0
2,785,1036.39,0
2,771,552.68,0
2,682,736.28,0
2,605,933.58,1
2,635,421.49,0
2,800,629.55,0
2,615,499.06,0
2,699,479.14,0
2,730,644.15,1
2,757,650.65,0
2,607,1177.69,0
2,693,982.62,0
2,623,977.38,0
2,639,780.35,0
2,709,852.41,0
2,647,938.16,0
2,796,681.45,0
2,687,1840.57,1
2,680,895.03,0
2,710,734.21,0
2,750,877.69,1
2,793,833.31,0
2,654,948.42,0
2,653,774.88,0
2,613,1902.69,0
2,640,772.22,0
2,636,905.91,0
2,748,1411.42,0
2,760,834.76,1
2,610,936.17,0
2,624,550.30,0
2,772,600.83,0
2,692,712.02,0
2,708,901.49,0
2,729,230.90,0
2,679,1093.55,0
2,685,883.81,0
2,602,522.41,0
2,668,1060.21,0
2,744,736.97,1
2,706,569.30,1
2,649,683.43,1
2,601,796.58,0
2,617,774.70,0
2,655,648.13,0
2,644,664.41,0
2,677,875.41,1
2,681,582.50,0
2,614,952.01,0
2,608,914.47,0
2,683,963.04,1
2,629,912.79,0
2,694,1395.80,0
2,767,860.23,0
2,698,551.67,0
2,798,803.76,0
2,728,1157.61,0
2,659,715.98,0
2,618,828.15,1
2,749,1349.32,1
2,742,776.57,0
2,758,686.20,0
2,701,793.48,1
2,664,1045.57,0
2,645,549.14,0
2,637,427.46,1
2,759,974.07,0
2,663,626.36,0
2,696,827.57,1
2,666,1130.54,0
2,732,1257.40,0
2,734,874.47,1
2,779,638.30,0
2,731,982.37,0
2,671,827.42,0
2,747,970.90,0
2,716,1209.30,0
2,625,1167.85,0
2,658,1121.51,0
2,638,1000.81,0
2,735,656.04,1
2,628,854.32,0
2,784,868.64,0
2,702,1376.11,0
2,641,828.80,1
2,661,372.49,0
2,695,654.91,0
2,657,871.78,1
2,714,1193.35,0
2,620,1773.22,0
2,612,867.80,0
2,736,1069.99,0
2,674,857.31,0
2,722,964.59,1
2,774,102.22,1
2,631,663.50,0
2,787,557.48,0
2,720,598.22,1
2,745,1042.09,1
2,707,621.00,1
2,33,1417.16,0
2,6,719.17,1
2,21,637.60,1
2,17,556.04,0
2,137,640.82,0
2,139,526.97,0
2,136,462.04,0
2,193,539.96,0
2,187,581.69,0
2,34,466.85,0
2,39,739.49,0
2,28,643.25,0
2,24,477.54,0
2,99,440.99,0
2,2,670.57,0
2,169,724.03,0
2,116,943.83,0
2,117,761.49,0
2,141,740.59,0
2,43,1405.59,1
2,85,856.33,1
2,18,584.94,0
2,155,657.98,0
2,103,1179.14,0
2,70,816.76,0
2,109,769.44,0
2,84,611.56,0
2,119,909.64,0
2,170,728.28,0
2,129,587.02,0
2,64,462.41,1
2,11,694.93,0
2,142,830.58,0
2,87,510.28,0
2,75,631.25,0
2,132,846.16,0
2,143,737.20,0
2,3,750.55,0
2,7,628.87,1
2,93,874.11,1
2,86,719.16,1
2,174,598.46,0
2,89,1567.76,1
2,122,1476.42,0
2,138,669.82,0
2,8,988.44,0
2,10,784.57,1
2,123,590.49,1
2,196,571.54,0
2,185,603.48,0
2,168,513.11,0
2,42,753.45,0
2,154,1075.99,0
2,135,1152.94,1
2,113,677.05,0
2,65,1561.22,1
2,178,710.59,0
2,52,988.12,0
2,100,604.22,0
2,22,347.51,0
2,153,477.29,0
2,106,796.89,0
2,111,723.16,0
2,156,1122.02,0
2,55,721.48,0
2,62,483.36,0
2,199,567.16,0
2,145,545.27,1
2,12,314.01,0
2,179,654.16,0
2,76,390.60,0
2,13,586.92,0
2,57,432.95,0
2,26,120.15,0
2,71,461.60,0
2,165,531.69,0
2,92,455.02,0
2,58,348.02,0
2,146,1154.89,0
2,9,485.27,0
2,37,865.54,0
2,172,610.78,0
2,121,545.85,0
2,96,526.91,0
2,140,593.09,0
2,60,796.26,1
2,66,701.98,0
2,73,1201.62,0
2,35,1667.01,0
2,91,766.48,0
2,180,601.75,0
2,177,644.45,0
2,194,694.98,0
2,163,785.62,0
2,176,747.11,0
2,112,770.24,0
2,32,641.71,1
2,108,805.74,0
2,147,1552.93,1
2,27,670.01,0
2,94,845.78,0
2,198,771.07,0
2,159,549.58,0
2,56,521.83,0
2,38,522.46,0
2,110,587.67,0
2,49,1221.36,0
2,188,908.88,0
2,171,958.43,0
2,161,661.61,0
2,79,782.58,0
2,41,759.73,0
2,72,878.75,0
2,192,870.57,0
2,48,1637.33,0
2,36,735.82,0
2,51,193.40,0
2,120,314.38,1
2,78,638.88,0
2,5,445.77,0
2,175,659.70,0
2,157,720.01,0
2,130,805.77,1
2,97,1578.40,0
2,104,889.21,1
2,162,880.05,0
2,14,930.58,0
2,88,901.86,0
2,16,697.01,0
2,4,369.85,0
2,23,304.92,0
2,197,736.07,0
2,150,1468.59,0
2,144,1225.58,0
2,173,1237.95,0
2,15,962.65,0
2,195,778.35,0
2,118,1388.56,0
2,186,1012.47,0
2,107,929.94,0
2,95,1428.60,1
2,61,682.66,0
2,166,538.48,0
2,114,1578.23,0
2,80,654.21,0
2,69,1239.95,0
2,98,598.71,0
2,182,1213.81,0
2,82,533.43,0
2,63,743.44,0
2,115,582.62,0
2,200,848.41,0
2,90,895.02,0
2,148,1281.16,0
2,128,816.05,0
2,54,735.46,0
2,125,1069.74,0
2,81,643.76,0
2,181,714.83,0
2,19,537.38,0
2,167,919.61,0
2,127,767.60,0
2,189,886.62,0
2,124,678.83,1
2,29,642.28,0
2,183,590.07,0
2,31,1049.59,0
2,191,933.77,0
2,68,577.27,0
2,25,1257.92,0
2,134,746.81,0
2,131,925.52,0
2,46,817.54,0
2,74,294.69,0
2,45,427.41,0
2,30,348.78,0
2,102,564.67,0
2,149,799.14,0
2,133,1212.68,0
2,101,964.78,0
2,83,1180.67,0
